Location,Age Group,TimeFrame,DataFormat,Data,Fips,zipcode
Bedford Stuyvesant - Crown Heights,0 to 4 years,2006,Rate,697.1,uhf203,"11212, 11213, 11216, 11233, 11238"
Bedford Stuyvesant - Crown Heights,0 to 4 years,2006,Number,1501.0,uhf203,"11212, 11213, 11216, 11233, 11238"
Bedford Stuyvesant - Crown Heights,5 to 17 Years,2006,Number,1749.0,uhf203,"11212, 11213, 11216, 11233, 11238"
Bedford Stuyvesant - Crown Heights,5 to 17 Years,2006,Rate,288.8,uhf203,"11212, 11213, 11216, 11233, 11238"
Bedford Stuyvesant - Crown Heights,0 to 17 Years,2006,Number,3250.0,uhf203,"11212, 11213, 11216, 11233, 11238"
Bensonhurst - Bay Ridge,0 to 4 years,2006,Rate,50.5,uhf209,"11209, 11214, 11228"
Bensonhurst - Bay Ridge,0 to 4 years,2006,Number,60.0,uhf209,"11209, 11214, 11228"
Bensonhurst - Bay Ridge,5 to 17 Years,2006,Number,73.0,uhf209,"11209, 11214, 11228"
Bensonhurst - Bay Ridge,5 to 17 Years,2006,Rate,26.8,uhf209,"11209, 11214, 11228"
Bensonhurst - Bay Ridge,0 to 17 Years,2006,Number,133.0,uhf209,"11209, 11214, 11228"
Borough Park,0 to 4 years,2006,Number,122.0,uhf206,"11204, 11218, 11219, 11230"
Borough Park,0 to 4 years,2006,Rate,40.5,uhf206,"11204, 11218, 11219, 11230"
Borough Park,5 to 17 Years,2006,Number,171.0,uhf206,"11204, 11218, 11219, 11230"
Borough Park,5 to 17 Years,2006,Rate,27.0,uhf206,"11204, 11218, 11219, 11230"
Borough Park,0 to 17 Years,2006,Number,293.0,uhf206,"11204, 11218, 11219, 11230"
Bronx,0 to 4 years,2006,Number,7939.0,36005,N/A
Bronx,0 to 4 years,2006,Rate,771.7,36005,N/A
Bronx,5 to 17 Years,2006,Number,7299.0,36005,N/A
Bronx,5 to 17 Years,2006,Rate,269.4,36005,N/A
Bronx,0 to 17 Years,2006,Number,15238.0,36005,N/A
Brooklyn,0 to 4 years,2006,Rate,330.4,36047,N/A
Brooklyn,0 to 4 years,2006,Number,5772.0,36047,N/A
Brooklyn,5 to 17 Years,2006,Number,5236.0,36047,N/A
Brooklyn,5 to 17 Years,2006,Rate,121.2,36047,N/A
Brooklyn,0 to 17 Years,2006,Number,11008.0,36047,N/A
Canarsie - Flatlands,0 to 4 years,2006,Number,398.0,uhf208,"11234, 11236, 11239"
Canarsie - Flatlands,0 to 4 years,2006,Rate,348.0,uhf208,"11234, 11236, 11239"
Canarsie - Flatlands,5 to 17 Years,2006,Number,447.0,uhf208,"11234, 11236, 11239"
Canarsie - Flatlands,5 to 17 Years,2006,Rate,126.7,uhf208,"11234, 11236, 11239"
Canarsie - Flatlands,0 to 17 Years,2006,Number,845.0,uhf208,"11234, 11236, 11239"
Central Harlem - Morningside Heights,0 to 4 years,2006,Rate,820.3,uhf302,"10026, 10027, 10030, 10037, 10039"
Central Harlem - Morningside Heights,0 to 4 years,2006,Number,814.0,uhf302,"10026, 10027, 10030, 10037, 10039"
Central Harlem - Morningside Heights,5 to 17 Years,2006,Number,1460.0,uhf302,"10026, 10027, 10030, 10037, 10039"
Central Harlem - Morningside Heights,5 to 17 Years,2006,Rate,554.1,uhf302,"10026, 10027, 10030, 10037, 10039"
Central Harlem - Morningside Heights,0 to 17 Years,2006,Number,2274.0,uhf302,"10026, 10027, 10030, 10037, 10039"
Chelsea - Clinton,0 to 4 years,2006,Rate,238.1,uhf306,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Chelsea - Clinton,0 to 4 years,2006,Number,110.0,uhf306,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Chelsea - Clinton,5 to 17 Years,2006,Number,138.0,uhf306,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Chelsea - Clinton,5 to 17 Years,2006,Rate,199.8,uhf306,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Chelsea - Clinton,0 to 17 Years,2006,Number,248.0,uhf306,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Coney Island - Sheepshead Bay,0 to 4 years,2006,Number,171.0,uhf210,"11223, 11224, 11229, 11235"
Coney Island - Sheepshead Bay,0 to 4 years,2006,Rate,102.9,uhf210,"11223, 11224, 11229, 11235"
Coney Island - Sheepshead Bay,5 to 17 Years,2006,Number,290.0,uhf210,"11223, 11224, 11229, 11235"
Coney Island - Sheepshead Bay,5 to 17 Years,2006,Rate,67.9,uhf210,"11223, 11224, 11229, 11235"
Coney Island - Sheepshead Bay,0 to 17 Years,2006,Number,461.0,uhf210,"11223, 11224, 11229, 11235"
Crotona - Tremont,0 to 4 years,2006,Number,1717.0,uhf105,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Crotona - Tremont,0 to 4 years,2006,Rate,963.1,uhf105,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Crotona - Tremont,5 to 17 Years,2006,Number,1823.0,uhf105,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Crotona - Tremont,5 to 17 Years,2006,Rate,388.7,uhf105,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Crotona - Tremont,0 to 17 Years,2006,Number,3540.0,uhf105,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Downtown  - Heights - Slope,0 to 4 years,2006,Number,328.0,uhf202,"11201, 11205, 11215, 11217, 11231"
Downtown  - Heights - Slope,0 to 4 years,2006,Rate,227.7,uhf202,"11201, 11205, 11215, 11217, 11231"
Downtown  - Heights - Slope,5 to 17 Years,2006,Number,413.0,uhf202,"11201, 11205, 11215, 11217, 11231"
Downtown  - Heights - Slope,5 to 17 Years,2006,Rate,158.3,uhf202,"11201, 11205, 11215, 11217, 11231"
Downtown  - Heights - Slope,0 to 17 Years,2006,Number,741.0,uhf202,"11201, 11205, 11215, 11217, 11231"
East Flatbush - Flatbush,0 to 4 years,2006,Rate,414.2,uhf207,"11203, 11210, 11225, 11226"
East Flatbush - Flatbush,0 to 4 years,2006,Number,813.0,uhf207,"11203, 11210, 11225, 11226"
East Flatbush - Flatbush,5 to 17 Years,2006,Number,1021.0,uhf207,"11203, 11210, 11225, 11226"
East Flatbush - Flatbush,5 to 17 Years,2006,Rate,184.8,uhf207,"11203, 11210, 11225, 11226"
East Flatbush - Flatbush,0 to 17 Years,2006,Number,1834.0,uhf207,"11203, 11210, 11225, 11226"
East Harlem,0 to 4 years,2006,Number,666.0,uhf303,"10029, 10035"
East Harlem,0 to 4 years,2006,Rate,926.5,uhf303,"10029, 10035"
East Harlem,5 to 17 Years,2006,Number,1153.0,uhf303,"10029, 10035"
East Harlem,5 to 17 Years,2006,Rate,570.9,uhf303,"10029, 10035"
East Harlem,0 to 17 Years,2006,Number,1819.0,uhf303,"10029, 10035"
East New York,0 to 4 years,2006,Number,896.0,uhf204,"11207, 11208"
East New York,0 to 4 years,2006,Rate,650.2,uhf204,"11207, 11208"
East New York,5 to 17 Years,2006,Number,1028.0,uhf204,"11207, 11208"
East New York,5 to 17 Years,2006,Rate,253.8,uhf204,"11207, 11208"
East New York,0 to 17 Years,2006,Number,1924.0,uhf204,"11207, 11208"
Flushing - Clearview,0 to 4 years,2006,Number,225.0,uhf403,"11354, 11355, 11356, 11357, 11358, 11359, 11360"
Flushing - Clearview,0 to 4 years,2006,Rate,167.1,uhf403,"11354, 11355, 11356, 11357, 11358, 11359, 11360"
Flushing - Clearview,5 to 17 Years,2006,Number,282.0,uhf403,"11354, 11355, 11356, 11357, 11358, 11359, 11360"
Flushing - Clearview,5 to 17 Years,2006,Rate,88.5,uhf403,"11354, 11355, 11356, 11357, 11358, 11359, 11360"
Flushing - Clearview,0 to 17 Years,2006,Number,507.0,uhf403,"11354, 11355, 11356, 11357, 11358, 11359, 11360"
Fordham - Bronx Park,0 to 4 years,2006,Number,1146.0,uhf103,"10458, 10467, 10468"
Fordham - Bronx Park,0 to 4 years,2006,Rate,562.1,uhf103,"10458, 10467, 10468"
Fordham - Bronx Park,5 to 17 Years,2006,Number,1186.0,uhf103,"10458, 10467, 10468"
Fordham - Bronx Park,5 to 17 Years,2006,Rate,236.6,uhf103,"10458, 10467, 10468"
Fordham - Bronx Park,0 to 17 Years,2006,Number,2332.0,uhf103,"10458, 10467, 10468"
Fresh Meadows,0 to 4 years,2006,Rate,157.8,uhf406,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Fresh Meadows,0 to 4 years,2006,Number,98.0,uhf406,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Fresh Meadows,5 to 17 Years,2006,Number,125.0,uhf406,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Fresh Meadows,5 to 17 Years,2006,Rate,89.8,uhf406,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Fresh Meadows,0 to 17 Years,2006,Number,223.0,uhf406,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Gramercy Park -  Murray Hill,0 to 4 years,2006,Number,59.0,uhf307,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Gramercy Park -  Murray Hill,0 to 4 years,2006,Rate,129.5,uhf307,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Gramercy Park -  Murray Hill,5 to 17 Years,2006,Number,63.0,uhf307,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Gramercy Park -  Murray Hill,5 to 17 Years,2006,Rate,118.6,uhf307,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Gramercy Park -  Murray Hill,0 to 17 Years,2006,Number,122.0,uhf307,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Greenpoint,0 to 4 years,2006,Rate,223.2,uhf201,"11211, 11222"
Greenpoint,0 to 4 years,2006,Number,223.0,uhf201,"11211, 11222"
Greenpoint,5 to 17 Years,2006,Number,199.0,uhf201,"11211, 11222"
Greenpoint,5 to 17 Years,2006,Rate,102.2,uhf201,"11211, 11222"
Greenpoint,0 to 17 Years,2006,Number,422.0,uhf201,"11211, 11222"
Greenwich Village - Soho,0 to 4 years,2006,Rate,40.8,uhf308,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Greenwich Village - Soho,0 to 4 years,2006,Number,14.0,uhf308,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Greenwich Village - Soho,5 to 17 Years,2006,Number,28.0,uhf308,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Greenwich Village - Soho,5 to 17 Years,2006,Rate,53.1,uhf308,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
Greenwich Village - Soho,0 to 17 Years,2006,Number,42.0,uhf308,"10001, 10011, 10012, 10013, 10014, 10018, 10019, 10020, 10036"
High Bridge - Morrisania,0 to 4 years,2006,Rate,1165.7,uhf106,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
High Bridge - Morrisania,0 to 4 years,2006,Number,1981.0,uhf106,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
High Bridge - Morrisania,5 to 17 Years,2006,Number,1865.0,uhf106,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
High Bridge - Morrisania,5 to 17 Years,2006,Rate,411.3,uhf106,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
High Bridge - Morrisania,0 to 17 Years,2006,Number,3846.0,uhf106,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Hunts Point - Mott Haven,0 to 4 years,2006,Number,1176.0,uhf107,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Hunts Point - Mott Haven,0 to 4 years,2006,Rate,1063.9,uhf107,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Hunts Point - Mott Haven,5 to 17 Years,2006,Number,1337.0,uhf107,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Hunts Point - Mott Haven,5 to 17 Years,2006,Rate,440.2,uhf107,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Hunts Point - Mott Haven,0 to 17 Years,2006,Number,2513.0,uhf107,"10451, 10452, 10453, 10454, 10455, 10456, 10457, 10459, 10460, 10461"
Jamaica,0 to 4 years,2006,Rate,475.0,uhf408,"11412, 11423, 11430, 11432, 11433, 11434, 11435, 11436"
Jamaica,0 to 4 years,2006,Number,831.0,uhf408,"11412, 11423, 11430, 11432, 11433, 11434, 11435, 11436"
Jamaica,5 to 17 Years,2006,Number,952.0,uhf408,"11412, 11423, 11430, 11432, 11433, 11434, 11435, 11436"
Jamaica,5 to 17 Years,2006,Rate,194.0,uhf408,"11412, 11423, 11430, 11432, 11433, 11434, 11435, 11436"
Jamaica,0 to 17 Years,2006,Number,1783.0,uhf408,"11412, 11423, 11430, 11432, 11433, 11434, 11435, 11436"
Kingsbridge - Riverdale,0 to 4 years,2006,Number,134.0,uhf101,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Kingsbridge - Riverdale,0 to 4 years,2006,Rate,240.3,uhf101,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Kingsbridge - Riverdale,5 to 17 Years,2006,Number,116.0,uhf101,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Kingsbridge - Riverdale,5 to 17 Years,2006,Rate,96.2,uhf101,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Kingsbridge - Riverdale,0 to 17 Years,2006,Number,250.0,uhf101,"11361, 11362, 11363, 11364, 11365, 11366, 11367"
Long Island City - Astoria,0 to 4 years,2006,Number,309.0,uhf401,"11101, 11102, 11103, 11104, 11105, 11106, 11109"
Long Island City - Astoria,0 to 4 years,2006,Rate,275.2,uhf401,"11101, 11102, 11103, 11104, 11105, 11106, 11109"
Long Island City - Astoria,5 to 17 Years,2006,Number,404.0,uhf401,"11101, 11102, 11103, 11104, 11105, 11106, 11109"
Long Island City - Astoria,5 to 17 Years,2006,Rate,165.2,uhf401,"11101, 11102, 11103, 11104, 11105, 11106, 11109"
Long Island City - Astoria,0 to 17 Years,2006,Number,713.0,uhf401,"11101, 11102, 11103, 11104, 11105, 11106, 11109"
Lower Manhattan,0 to 4 years,2006,Rate,129.4,uhf310,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Lower Manhattan,0 to 4 years,2006,Number,36.0,uhf310,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Lower Manhattan,5 to 17 Years,2006,Number,37.0,uhf310,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Lower Manhattan,5 to 17 Years,2006,Rate,115.3,uhf310,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Lower Manhattan,0 to 17 Years,2006,Number,73.0,uhf310,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Manhattan,0 to 4 years,2006,Rate,401.5,36061,N/A
Manhattan,0 to 4 years,2006,Number,3253.0,36061,N/A
Manhattan,5 to 17 Years,2006,Number,8476.0,36061,N/A
Manhattan,5 to 17 Years,2006,Rate,509.3,36061,N/A
Manhattan,0 to 17 Years,2006,Number,11729.0,36061,N/A
New York City,0 to 4 years,2006,Number,21492.0,3651000,N/A
New York City,0 to 4 years,2006,Rate,413.1,3651000,N/A
New York City,5 to 17 Years,2006,Number,26766.0,3651000,N/A
New York City,5 to 17 Years,2006,Rate,209.2,3651000,N/A
New York City,0 to 17 Years,2006,Number,48258.0,3651000,N/A
Northeast Bronx,0 to 4 years,2006,Rate,529.3,uhf102,"10466, 10469, 10470, 10475"
Northeast Bronx,0 to 4 years,2006,Number,615.0,uhf102,"10466, 10469, 10470, 10475"
Northeast Bronx,5 to 17 Years,2006,Number,772.0,uhf102,"10466, 10469, 10470, 10475"
Northeast Bronx,5 to 17 Years,2006,Rate,229.7,uhf102,"10466, 10469, 10470, 10475"
Northeast Bronx,0 to 17 Years,2006,Number,1387.0,uhf102,"10466, 10469, 10470, 10475"
Pelham - Throgs Neck,0 to 4 years,2006,Rate,583.6,uhf104,"10461, 10462, 10464, 10465, 10472, 10473"
Pelham - Throgs Neck,0 to 4 years,2006,Number,1165.0,uhf104,"10461, 10462, 10464, 10465, 10472, 10473"
Pelham - Throgs Neck,5 to 17 Years,2006,Number,1394.0,uhf104,"10461, 10462, 10464, 10465, 10472, 10473"
Pelham - Throgs Neck,5 to 17 Years,2006,Rate,265.5,uhf104,"10461, 10462, 10464, 10465, 10472, 10473"
Pelham - Throgs Neck,0 to 17 Years,2006,Number,2559.0,uhf104,"10461, 10462, 10464, 10465, 10472, 10473"
Port  Richmond,0 to 4 years,2006,Number,186.0,uhf501,"10301, 10302, 10303, 10304, 10305, 10310"
Port  Richmond,0 to 4 years,2006,Rate,369.2,uhf501,"10301, 10302, 10303, 10304, 10305, 10310"
Port  Richmond,5 to 17 Years,2006,Number,267.0,uhf501,"10301, 10302, 10303, 10304, 10305, 10310"
Port  Richmond,5 to 17 Years,2006,Rate,186.7,uhf501,"10301, 10302, 10303, 10304, 10305, 10310"
Port  Richmond,0 to 17 Years,2006,Number,453.0,uhf501,"10301, 10302, 10303, 10304, 10305, 10310"
Queens,0 to 4 years,2006,Number,4028.0,36081,N/A
Queens,0 to 4 years,2006,Rate,301.7,36081,N/A
Queens,5 to 17 Years,2006,Number,4892.0,36081,N/A
Queens,5 to 17 Years,2006,Rate,148.8,36081,N/A
Queens,0 to 17 Years,2006,Number,8920.0,36081,N/A
Ridgewood - Forest Hills,0 to 4 years,2006,Number,273.0,uhf405,"11374, 11375, 11379, 11385"
Ridgewood - Forest Hills,0 to 4 years,2006,Rate,192.2,uhf405,"11374, 11375, 11379, 11385"
Ridgewood - Forest Hills,5 to 17 Years,2006,Number,253.0,uhf405,"11374, 11375, 11379, 11385"
Ridgewood - Forest Hills,5 to 17 Years,2006,Rate,80.1,uhf405,"11374, 11375, 11379, 11385"
Ridgewood - Forest Hills,0 to 17 Years,2006,Number,526.0,uhf405,"11374, 11375, 11379, 11385"
Rockaway,0 to 4 years,2006,Rate,483.9,uhf410,"11691, 11692, 11693, 11694, 11697"
Rockaway,0 to 4 years,2006,Number,396.0,uhf410,"11691, 11692, 11693, 11694, 11697"
Rockaway,5 to 17 Years,2006,Number,460.0,uhf410,"11691, 11692, 11693, 11694, 11697"
Rockaway,5 to 17 Years,2006,Rate,218.7,uhf410,"11691, 11692, 11693, 11694, 11697"
Rockaway,0 to 17 Years,2006,Number,856.0,uhf410,"11691, 11692, 11693, 11694, 11697"
South Beach - Tottenville,0 to 4 years,2006,Rate,67.0,uhf504,"10306, 10307, 10308, 10309, 10312, 10314"
South Beach - Tottenville,0 to 4 years,2006,Number,71.0,uhf504,"10306, 10307, 10308, 10309, 10312, 10314"
South Beach - Tottenville,5 to 17 Years,2006,Number,133.0,uhf504,"10306, 10307, 10308, 10309, 10312, 10314"
South Beach - Tottenville,5 to 17 Years,2006,Rate,41.2,uhf504,"10306, 10307, 10308, 10309, 10312, 10314"
South Beach - Tottenville,0 to 17 Years,2006,Number,204.0,uhf504,"10306, 10307, 10308, 10309, 10312, 10314"
Southeast Queens,0 to 4 years,2006,Number,360.0,uhf409,"11001, 11004, 11005, 11040, 11411, 11413, 11422, 11426, 11427, 11428, 11429"
Southeast Queens,0 to 4 years,2006,Rate,340.5,uhf409,"11001, 11004, 11005, 11040, 11411, 11413, 11422, 11426, 11427, 11428, 11429"
Southeast Queens,5 to 17 Years,2006,Number,393.0,uhf409,"11001, 11004, 11005, 11040, 11411, 11413, 11422, 11426, 11427, 11428, 11429"
Southeast Queens,5 to 17 Years,2006,Rate,120.1,uhf409,"11001, 11004, 11005, 11040, 11411, 11413, 11422, 11426, 11427, 11428, 11429"
Southeast Queens,0 to 17 Years,2006,Number,753.0,uhf409,"11001, 11004, 11005, 11040, 11411, 11413, 11422, 11426, 11427, 11428, 11429"
Southwest Queens,0 to 4 years,2006,Number,630.0,uhf407,"11414, 11415, 11416, 11417, 11418, 11419, 11420, 11421"
Southwest Queens,0 to 4 years,2006,Rate,373.9,uhf407,"11414, 11415, 11416, 11417, 11418, 11419, 11420, 11421"
Southwest Queens,5 to 17 Years,2006,Number,589.0,uhf407,"11414, 11415, 11416, 11417, 11418, 11419, 11420, 11421"
Southwest Queens,5 to 17 Years,2006,Rate,131.5,uhf407,"11414, 11415, 11416, 11417, 11418, 11419, 11420, 11421"
Southwest Queens,0 to 17 Years,2006,Number,1219.0,uhf407,"11414, 11415, 11416, 11417, 11418, 11419, 11420, 11421"
Stapleton - St. George,0 to 4 years,2006,Rate,245.6,uhf502,"10301, 10302, 10303, 10304, 10305, 10310"
Stapleton - St. George,0 to 4 years,2006,Number,186.0,uhf502,"10301, 10302, 10303, 10304, 10305, 10310"
Stapleton - St. George,5 to 17 Years,2006,Number,349.0,uhf502,"10301, 10302, 10303, 10304, 10305, 10310"
Stapleton - St. George,5 to 17 Years,2006,Rate,167.1,uhf502,"10301, 10302, 10303, 10304, 10305, 10310"
Stapleton - St. George,0 to 17 Years,2006,Number,535.0,uhf502,"10301, 10302, 10303, 10304, 10305, 10310"
Staten Island,0 to 4 years,2006,Rate,177.8,36085,N/A
Staten Island,0 to 4 years,2006,Number,500.0,36085,N/A
Staten Island,5 to 17 Years,2006,Number,863.0,36085,N/A
Staten Island,5 to 17 Years,2006,Rate,105.9,36085,N/A
Staten Island,0 to 17 Years,2006,Number,1363.0,36085,N/A
Sunset Park,0 to 4 years,2006,Rate,110.5,uhf205,"11220, 11232"
Sunset Park,0 to 4 years,2006,Number,105.0,uhf205,"11220, 11232"
Sunset Park,5 to 17 Years,2006,Number,130.0,uhf205,"11220, 11232"
Sunset Park,5 to 17 Years,2006,Rate,63.4,uhf205,"11220, 11232"
Sunset Park,0 to 17 Years,2006,Number,235.0,uhf205,"11220, 11232"
Union Square - Lower East Side,0 to 4 years,2006,Number,347.0,uhf309,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Union Square - Lower East Side,0 to 4 years,2006,Rate,425.0,uhf309,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Union Square - Lower East Side,5 to 17 Years,2006,Number,394.0,uhf309,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Union Square - Lower East Side,5 to 17 Years,2006,Rate,210.4,uhf309,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Union Square - Lower East Side,0 to 17 Years,2006,Number,741.0,uhf309,"10002, 10003, 10004, 10005, 10006, 10007, 10009, 10038, 10048, 10280, 10282"
Upper East Side,0 to 4 years,2006,Number,140.0,uhf305,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Upper East Side,0 to 4 years,2006,Rate,117.9,uhf305,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Upper East Side,5 to 17 Years,2006,Number,129.0,uhf305,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Upper East Side,5 to 17 Years,2006,Rate,72.1,uhf305,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Upper East Side,0 to 17 Years,2006,Number,269.0,uhf305,"10010, 10016, 10017, 10021, 10022, 10028, 10044, 10065, 10075, 10128, 10162, 10165, 10170, 10171"
Upper West Side,0 to 4 years,2006,Rate,211.7,uhf304,"10023, 10024, 10025, 10069"
Upper West Side,0 to 4 years,2006,Number,253.0,uhf304,"10023, 10024, 10025, 10069"
Upper West Side,5 to 17 Years,2006,Number,301.0,uhf304,"10023, 10024, 10025, 10069"
Upper West Side,5 to 17 Years,2006,Rate,153.8,uhf304,"10023, 10024, 10025, 10069"
Upper West Side,0 to 17 Years,2006,Number,554.0,uhf304,"10023, 10024, 10025, 10069"
Washington Heights - Inwood,0 to 4 years,2006,Number,812.0,uhf301,"10031, 10032, 10033, 10034, 10040"
Washington Heights - Inwood,0 to 4 years,2006,Rate,508.6,uhf301,"10031, 10032, 10033, 10034, 10040"
Washington Heights - Inwood,5 to 17 Years,2006,Number,953.0,uhf301,"10031, 10032, 10033, 10034, 10040"
Washington Heights - Inwood,5 to 17 Years,2006,Rate,226.3,uhf301,"10031, 10032, 10033, 10034, 10040"
Washington Heights - Inwood,0 to 17 Years,2006,Number,1765.0,uhf301,"10031, 10032, 10033, 10034, 10040"
West Queens,0 to 4 years,2006,Rate,272.0,uhf402,"11368, 11369, 11370, 11372, 11373, 11377, 11378"
